evaluator_code,story_id,topic,pre_novel,pre_original,pre_rare,pre_appropriate,pre_feasible,pre_publishable,pre_profit,pre_tt_enjoyed,pre_tt_badly_written,pre_tt_boring,pre_tt_funny,pre_tt_twist,pre_tt_future,post_ai_usage,post_ai_assist,post_authors_ideas,post_ownership,post_profit,condition,ai_used_actual
p3a58ss3,675e98ce-b3a2-47da-aab7-1dca842f3efa,an adventure on a different planet,6.0,4.0,3.0,5.0,5.0,8.0,50,6.0,6.0,1.0,1.0,7.0,1.0,0.0,0,9.0,9.0,0,human_1AI,0.0
c1rkae0v,bd71b316-74a6-467c-abe6-cf0ae664ee76,an adventure on the open seas,6.0,8.0,7.0,8.0,6.0,7.0,50,8.0,7.0,2.0,4.0,4.0,4.0,0.0,72,7.0,5.0,0,human,0.0
jhi7ws25,13d4b081-ae43-4d66-be97-1ed9453550cd,an adventure on the open seas,1.0,1.0,1.0,3.0,1.0,1.0,50,1.0,1.0,9.0,1.0,1.0,1.0,1.0,20,4.0,4.0,30,human_5AI,1.0
gtt020ad,b57f6807-026c-4bbe-a71a-18b62635728b,an adventure on the open seas,3.0,2.0,2.0,2.0,2.0,1.0,50,4.0,1.0,6.0,2.0,3.0,2.0,1.0,100,5.0,5.0,51,human_5AI,1.0
j19tw9k7,d85227b3-1de2-4df3-acec-18891baf76cd,an adventure in the jungle,1.0,1.0,1.0,3.0,1.0,1.0,50,1.0,1.0,7.0,1.0,1.0,1.0,0.0,51,1.0,1.0,0,human,0.0
14c51hik,8b616451-0c4b-45bf-91eb-75f594b1e5b1,an adventure on the open seas,2.0,1.0,1.0,7.0,1.0,2.0,50,2.0,5.0,7.0,1.0,1.0,1.0,0.0,25,6.0,6.0,0,human,0.0
pf8crey7,3cfc0142-ef2a-4a44-a484-a18567bad980,an adventure on a different planet,6.0,6.0,6.0,6.0,3.0,3.0,50,5.0,1.0,3.0,6.0,5.0,2.0,1.0,50,8.0,8.0,92,human_5AI,1.0
q6prjwst,7542a792-567b-4b17-be59-ea2a797b9ce0,an adventure on a different planet,7.0,5.0,8.0,6.0,5.0,4.0,50,2.0,6.0,4.0,1.0,6.0,1.0,1.0,10,2.0,2.0,74,human_5AI,1.0
cbi6huai,6e77a200-7836-4282-8447-30e9f4e8cfb7,an adventure on the open seas,2.0,2.0,1.0,5.0,3.0,3.0,50,5.0,5.0,6.0,1.0,2.0,5.0,1.0,75,1.0,2.0,24,human_5AI,1.0
wsj73w31,e8a698ff-7fba-4cd9-987f-273c3abe7fba,an adventure in the jungle,7.0,7.0,5.0,9.0,8.0,8.0,50,7.0,8.0,1.0,3.0,2.0,6.0,0.0,23,8.0,8.0,0,human,0.0
zryt4kkk,2f3f9cc5-7126-4168-b3e9-3b6b17e0c7d5,an adventure in the jungle,6.0,5.0,6.0,6.0,4.0,6.0,50,5.0,6.0,5.0,5.0,6.0,7.0,1.0,37,5.0,4.0,47,human_5AI,1.0
xv713c8k,0e602d99-dd89-49db-b7b1-f9c8b7278ab4,an adventure on a different planet,5.0,5.0,4.0,8.0,7.0,7.0,50,6.0,5.0,3.0,1.0,3.0,3.0,1.0,51,7.0,7.0,6,human_1AI,1.0
ag8a25ue,02bb7805-ba49-420a-be49-5f52f1d4b79e,an adventure on a different planet,6.0,5.0,5.0,5.0,7.0,7.0,50,1.0,7.0,7.0,6.0,6.0,6.0,1.0,60,5.0,6.0,67,human_1AI,1.0
zqexm4vg,5722bccc-2f26-47ed-b1f6-6dcebec69963,an adventure on the open seas,4.0,2.0,2.0,7.0,5.0,5.0,50,5.0,5.0,3.0,2.0,5.0,5.0,1.0,51,1.0,1.0,100,human_5AI,1.0
wt60zu37,9c0c30d3-f782-4104-8f78-1f824c920485,an adventure on a different planet,5.0,6.0,3.0,8.0,7.0,4.0,50,6.0,8.0,2.0,1.0,2.0,1.0,1.0,89,9.0,9.0,100,human_5AI,1.0
0bl4lrzw,2cfd6f2a-370d-434c-81a9-8f9206ed35c9,an adventure in the jungle,3.0,3.0,3.0,5.0,6.0,4.0,50,3.0,6.0,7.0,3.0,3.0,3.0,0.0,75,8.0,9.0,0,human,0.0
g2hhjutv,8ec6743a-6ab5-4b6b-9c29-b57830dab1a6,an adventure on a different planet,7.0,6.0,6.0,7.0,7.0,6.0,50,5.0,3.0,3.0,6.0,7.0,5.0,0.0,48,7.0,8.0,0,human,0.0
5u648u6u,9c0c30d3-f782-4104-8f78-1f824c920485,an adventure on a different planet,4.0,4.0,4.0,5.0,3.0,3.0,50,4.0,5.0,5.0,2.0,5.0,3.0,1.0,15,8.0,5.0,49,human_5AI,1.0
p64i7kir,82b08721-72c1-4bfe-b09b-511b3b03f484,an adventure in the jungle,6.0,6.0,1.0,7.0,8.0,8.0,50,7.0,7.0,1.0,1.0,6.0,1.0,0.0,84,5.0,9.0,0,human,0.0
xrldivmz,b95e11e4-ba37-478a-b595-cbbe9132db6e,an adventure on a different planet,1.0,1.0,1.0,5.0,2.0,1.0,50,2.0,1.0,5.0,1.0,6.0,1.0,1.0,85,2.0,2.0,50,human_5AI,1.0
o58gjd3b,828c7ca4-abbc-407e-8afc-75d188bb2454,an adventure in the jungle,1.0,1.0,1.0,8.0,5.0,5.0,50,2.0,4.0,8.0,1.0,1.0,1.0,1.0,90,9.0,7.0,100,human_1AI,1.0
q42qc6xj,06d50c34-6f52-4e4b-a94e-81f1963cad70,an adventure in the jungle,6.0,7.0,3.0,8.0,8.0,7.0,50,7.0,8.0,4.0,2.0,3.0,3.0,1.0,28,7.0,7.0,14,human_5AI,1.0
qmfhem8e,c15212c3-b4d9-4f11-81d8-dd8cdca30d5b,an adventure on a different planet,3.0,3.0,3.0,7.0,6.0,7.0,50,5.0,5.0,4.0,4.0,2.0,1.0,1.0,24,5.0,5.0,100,human_1AI,1.0
ak3ij8nl,34bf225b-43e6-4cfb-8844-d52419dc4906,an adventure on the open seas,3.0,2.0,2.0,6.0,2.0,2.0,50,2.0,3.0,7.0,2.0,2.0,2.0,1.0,62,5.0,3.0,55,human_5AI,1.0
1iq3q7yx,a9950797-cc6f-468a-acfd-cb6f4d9fe4b9,an adventure on a different planet,1.0,1.0,1.0,2.0,3.0,3.0,50,2.0,2.0,9.0,1.0,1.0,1.0,2.0,77,6.0,6.0,65,human_1AI,0.0
7xw72zqi,09ed07b3-c272-4911-94c2-acf51d8ab921,an adventure in the jungle,1.0,1.0,1.0,4.0,6.0,6.0,50,2.0,6.0,4.0,1.0,1.0,1.0,0.0,57,8.0,8.0,0,human_1AI,0.0
cc105giv,37f088e5-ab58-4234-bdd3-e77835d3504b,an adventure on a different planet,6.0,6.0,7.0,5.0,7.0,6.0,50,7.0,7.0,3.0,6.0,6.0,3.0,1.0,20,7.0,9.0,100,human_5AI,1.0
qkawlsqk,f4279bec-10ef-4df7-b3d7-00ad270aa124,an adventure on a different planet,3.0,2.0,3.0,7.0,2.0,2.0,50,4.0,6.0,7.0,3.0,1.0,2.0,0.0,30,7.0,8.0,0,human,0.0
jeqcjh3f,24bd8c26-28db-4d4b-80dd-0d62f3b42f82,an adventure on the open seas,4.0,4.0,3.0,7.0,7.0,6.0,50,8.0,8.0,3.0,3.0,3.0,2.0,1.0,18,7.0,7.0,85,human_1AI,1.0
cq1m6y90,4bf14b3e-f54f-412f-91f0-e218adf085dc,an adventure on a different planet,2.0,2.0,2.0,5.0,3.0,2.0,50,2.0,2.0,2.0,1.0,3.0,2.0,1.0,100,1.0,1.0,0,human_5AI,1.0
nakh8mh5,f3eadea7-021d-469b-8eef-0508ccc852c2,an adventure on a different planet,6.0,6.0,6.0,5.0,6.0,6.0,50,6.0,6.0,3.0,4.0,3.0,1.0,1.0,49,9.0,9.0,91,human_1AI,1.0
yhvo59cr,fd55005f-2307-48da-950c-1de503579209,an adventure in the jungle,4.0,5.0,4.0,6.0,5.0,5.0,50,6.0,5.0,4.0,4.0,5.0,3.0,0.0,14,7.0,7.0,0,human,0.0
y2mtnagi,38a2d8c1-7619-4270-810d-97a31ce893ea,an adventure on a different planet,8.0,7.0,7.0,9.0,7.0,7.0,50,7.0,7.0,2.0,1.0,8.0,6.0,1.0,45,6.0,7.0,80,human_5AI,1.0
tqd9mpdh,6de29543-7e86-4aee-b61e-3bbdf75cfacd,an adventure on the open seas,5.0,4.0,4.0,7.0,4.0,5.0,50,4.0,6.0,3.0,1.0,5.0,6.0,0.0,2,9.0,9.0,0,human,0.0
k3koncsz,ae471e6a-1d8c-4514-bec5-047dfb21703e,an adventure on a different planet,2.0,2.0,2.0,4.0,2.0,2.0,50,3.0,1.0,5.0,2.0,1.0,2.0,2.0,36,3.0,2.0,25,human_1AI,0.0
bu4hghti,a2f110ab-01b8-4406-a6e5-94a54aaa2dbb,an adventure in the jungle,4.0,4.0,3.0,6.0,6.0,5.0,50,6.0,6.0,3.0,2.0,7.0,2.0,2.0,52,3.0,5.0,40,human_1AI,0.0
rwsvkwek,8f962717-825a-44d1-8c70-11e538b2e210,an adventure on the open seas,2.0,1.0,2.0,5.0,7.0,2.0,50,5.0,2.0,5.0,3.0,6.0,4.0,1.0,95,2.0,2.0,88,human_5AI,1.0
btp4roe1,2daeadf6-9297-40da-941c-b25177a96b8a,an adventure on a different planet,2.0,2.0,1.0,7.0,2.0,2.0,50,6.0,7.0,3.0,1.0,6.0,2.0,1.0,60,4.0,3.0,48,human_5AI,1.0
c2mt5lg5,5102b823-e4db-4306-a745-05bbd0092dbd,an adventure on a different planet,5.0,5.0,4.0,8.0,5.0,5.0,50,6.0,8.0,3.0,1.0,7.0,3.0,1.0,28,3.0,3.0,39,human_1AI,1.0
umz20en8,d58324db-aafc-4c56-8550-aa80d92b6fc8,an adventure in the jungle,3.0,3.0,3.0,7.0,6.0,7.0,50,2.0,5.0,3.0,1.0,3.0,1.0,2.0,75,5.0,5.0,50,human_5AI,0.0
1tzg2j4m,c2a5d782-57a2-4af7-ba39-2080319388cb,an adventure on a different planet,9.0,4.0,2.0,7.0,5.0,4.0,50,2.0,6.0,7.0,1.0,2.0,2.0,1.0,92,7.0,6.0,70,human_1AI,1.0
shgwhy5r,10949004-b7ca-429d-b84e-0ed16b0cb888,an adventure on the open seas,2.0,2.0,2.0,5.0,3.0,3.0,50,3.0,3.0,7.0,3.0,2.0,3.0,0.0,50,8.0,9.0,0,human_5AI,0.0
b510s5xt,6edb9f32-adf8-4513-8b2b-0615980a16df,an adventure on a different planet,7.0,6.0,4.0,2.0,1.0,1.0,50,2.0,2.0,7.0,1.0,1.0,2.0,1.0,0,7.0,7.0,68,human_5AI,1.0
ihjwyltb,57ab2538-39e7-4d42-b6e6-ab38688d415d,an adventure in the jungle,6.0,6.0,4.0,6.0,8.0,8.0,50,7.0,8.0,2.0,2.0,6.0,5.0,1.0,40,6.0,9.0,5,human_5AI,1.0
xknhrspu,a6567b33-5043-4d3a-8da9-22fb429dc352,an adventure on the open seas,3.0,1.0,5.0,7.0,4.0,2.0,50,1.0,2.0,8.0,1.0,1.0,5.0,2.0,100,7.0,2.0,35,human_5AI,0.0
wf7rh0g9,c3933595-b0b7-4050-9e25-0cb0ce82e032,an adventure on the open seas,4.0,4.0,3.0,2.0,3.0,3.0,50,1.0,4.0,6.0,1.0,2.0,3.0,0.0,69,5.0,4.0,0,human,0.0
p8psqg7w,7e679441-d793-4967-a395-60329e3067bc,an adventure in the jungle,6.0,6.0,5.0,6.0,6.0,6.0,50,7.0,7.0,2.0,2.0,7.0,2.0,1.0,0,5.0,1.0,23,human_1AI,1.0
dh88zsa0,4e131c0a-d3c7-4c1d-b19b-00eec13972db,an adventure on a different planet,6.0,6.0,6.0,7.0,8.0,8.0,50,8.0,8.0,1.0,1.0,7.0,8.0,1.0,74,8.0,8.0,97,human_5AI,1.0
1w1n16ar,6b6d97bc-5b30-4643-a572-f4ff2e2ec973,an adventure in the jungle,2.0,2.0,2.0,4.0,5.0,2.0,50,4.0,6.0,3.0,1.0,2.0,1.0,2.0,25,5.0,4.0,45,human_5AI,0.0
q6efi4pr,0304c9c9-a778-424e-b38f-ff3690160003,an adventure in the jungle,2.0,2.0,2.0,7.0,6.0,7.0,50,6.0,6.0,6.0,1.0,2.0,2.0,1.0,50,5.0,6.0,68,human_1AI,1.0
sgtj2up8,6808d151-dca3-4897-8e05-1c8757b1b671,an adventure on a different planet,5.0,5.0,5.0,3.0,5.0,4.0,50,3.0,4.0,7.0,1.0,1.0,2.0,1.0,0,3.0,3.0,100,human_1AI,1.0
xh535mss,ce0263cc-b96f-4196-96d0-2d3aa043f53e,an adventure on the open seas,6.0,4.0,6.0,6.0,4.0,3.0,50,7.0,2.0,3.0,7.0,8.0,3.0,0.0,0,9.0,9.0,0,human,0.0
abtymp1c,b7c28702-7a1c-4e82-9b92-4422a60440d0,an adventure on the open seas,6.0,7.0,6.0,7.0,7.0,7.0,50,8.0,8.0,4.0,3.0,4.0,5.0,0.0,8,8.0,9.0,0,human_1AI,0.0
rmj80el8,e3dcb12c-cae9-4129-ac5b-9e0f7f7756a9,an adventure in the jungle,1.0,1.0,1.0,1.0,1.0,2.0,50,1.0,2.0,8.0,1.0,1.0,1.0,0.0,100,7.0,9.0,0,human,0.0
0uwmph64,d66d4109-fa0d-437d-9c8e-c69759aaf368,an adventure in the jungle,1.0,2.0,1.0,7.0,5.0,4.0,50,1.0,1.0,1.0,1.0,3.0,1.0,2.0,50,7.0,6.0,70,human_1AI,0.0
178kkpsi,e2e71da9-b9ae-4988-a96b-ec2cb9b0382d,an adventure in the jungle,2.0,4.0,3.0,2.0,4.0,3.0,50,7.0,3.0,6.0,1.0,1.0,4.0,1.0,13,6.0,4.0,40,human_5AI,1.0
ml9a8myu,e602b9cf-3fbb-439d-b029-eb15d83a29df,an adventure in the jungle,8.0,6.0,4.0,7.0,5.0,7.0,50,9.0,6.0,3.0,2.0,4.0,7.0,2.0,80,6.0,7.0,82,human_1AI,0.0
epdwa80w,49dc8a44-7527-4bf3-b79a-52a6f1f9f416,an adventure in the jungle,6.0,6.0,6.0,7.0,7.0,7.0,50,7.0,7.0,1.0,1.0,6.0,5.0,1.0,50,6.0,7.0,63,human_5AI,1.0
xvifmk2i,def36bf5-fb15-4a80-845e-21f8d7f966c9,an adventure on the open seas,9.0,7.0,2.0,9.0,9.0,6.0,50,6.0,7.0,2.0,1.0,1.0,1.0,1.0,9,8.0,4.0,52,human_5AI,1.0
lzxx136a,4c7846f7-f65a-482c-8d57-70c1b2a4a7a0,an adventure on the open seas,1.0,1.0,1.0,5.0,1.0,1.0,50,3.0,3.0,4.0,1.0,1.0,4.0,0.0,10,8.0,8.0,0,human,0.0
3ws7y9e8,0700e775-44f7-47b9-aec5-078516a9032c,an adventure on a different planet,1.0,1.0,1.0,6.0,3.0,1.0,50,1.0,1.0,9.0,1.0,1.0,1.0,0.0,100,9.0,9.0,0,human,0.0
sjoq1y62,e8a698ff-7fba-4cd9-987f-273c3abe7fba,an adventure in the jungle,3.0,3.0,3.0,6.0,5.0,5.0,50,4.0,5.0,6.0,5.0,2.0,3.0,0.0,29,8.0,8.0,0,human,0.0
xhivxgw9,4b522f13-32a9-4c49-a11e-68d169ca7654,an adventure in the jungle,6.0,1.0,1.0,7.0,4.0,1.0,50,6.0,5.0,4.0,3.0,1.0,8.0,1.0,100,2.0,9.0,98,human_5AI,1.0
gnw1yqrm,34ad3261-a5e5-41b9-8eb7-675c9a2e79ec,an adventure on the open seas,8.0,8.0,8.0,8.0,7.0,7.0,50,7.0,7.0,5.0,4.0,7.0,7.0,1.0,72,7.0,6.0,56,human_5AI,1.0
t9kd0rdr,828c7ca4-abbc-407e-8afc-75d188bb2454,an adventure in the jungle,6.0,6.0,4.0,7.0,6.0,4.0,50,7.0,7.0,2.0,4.0,3.0,5.0,1.0,75,6.0,6.0,80,human_1AI,1.0
wtaatd1l,06d50c34-6f52-4e4b-a94e-81f1963cad70,an adventure in the jungle,2.0,2.0,2.0,9.0,7.0,8.0,50,4.0,5.0,4.0,1.0,1.0,1.0,1.0,15,3.0,3.0,75,human_5AI,1.0
8ncd68dt,b95e11e4-ba37-478a-b595-cbbe9132db6e,an adventure on a different planet,7.0,8.0,6.0,8.0,9.0,9.0,50,4.0,5.0,3.0,1.0,5.0,1.0,1.0,75,4.0,5.0,60,human_5AI,1.0
cjqx8z76,9d5b101d-4caf-4c90-8d93-4ea75112bdb7,an adventure on the open seas,1.0,1.0,1.0,6.0,3.0,2.0,50,2.0,1.0,8.0,1.0,1.0,3.0,2.0,3,2.0,3.0,15,human_1AI,0.0
z9b0aq1o,e539e79a-2027-40ee-b4fa-41e801a9aaf6,an adventure on the open seas,2.0,3.0,2.0,4.0,2.0,2.0,50,1.0,2.0,9.0,1.0,1.0,1.0,0.0,1,9.0,9.0,0,human,0.0
07nlyvko,a2b02d02-75c5-4d74-9a64-290056383c59,an adventure in the jungle,7.0,7.0,6.0,8.0,8.0,8.0,50,8.0,7.0,1.0,1.0,1.0,6.0,0.0,10,9.0,9.0,0,human,0.0
gotvhjzy,94e2dbef-ba04-4efb-ad39-41260d0247bd,an adventure in the jungle,7.0,7.0,6.0,4.0,6.0,6.0,50,7.0,7.0,2.0,1.0,4.0,1.0,1.0,55,8.0,8.0,100,human_5AI,1.0
hs4z3bt8,722c95e5-f767-4697-8858-fdfbecdc70b0,an adventure on a different planet,5.0,3.0,4.0,4.0,3.0,4.0,50,2.0,2.0,3.0,8.0,7.0,4.0,0.0,86,8.0,5.0,0,human,0.0
j1bk3ylb,4bf14b3e-f54f-412f-91f0-e218adf085dc,an adventure on a different planet,4.0,3.0,3.0,8.0,6.0,8.0,50,6.0,5.0,3.0,2.0,6.0,3.0,1.0,85,2.0,3.0,33,human_5AI,1.0
h7spas9m,d2b204e3-3cd9-474f-aa05-f5fdc88aa015,an adventure in the jungle,4.0,4.0,5.0,6.0,8.0,6.0,50,5.0,7.0,1.0,1.0,1.0,1.0,0.0,50,9.0,9.0,0,human,0.0
7u742qk0,be8b23f4-6041-4cf1-9df5-c4295d5a76b6,an adventure in the jungle,6.0,5.0,5.0,7.0,5.0,6.0,50,5.0,4.0,3.0,2.0,6.0,5.0,0.0,77,9.0,9.0,0,human,0.0
z4xkj69z,3e0544cf-2ebd-4850-a5e2-8d9de8e94a21,an adventure on a different planet,4.0,5.0,6.0,7.0,8.0,8.0,50,7.0,7.0,2.0,1.0,6.0,2.0,0.0,5,8.0,9.0,0,human,0.0
jevsz7dv,7dcc5bbc-7c73-4c85-9453-4bbde2ccd115,an adventure in the jungle,7.0,6.0,7.0,7.0,5.0,6.0,50,5.0,4.0,2.0,1.0,7.0,4.0,0.0,50,9.0,9.0,0,human,0.0
0o0u6wki,53c1820d-c840-40af-a8b9-7af9bc6bdc7c,an adventure in the jungle,8.0,9.0,7.0,9.0,7.0,7.0,50,9.0,8.0,2.0,8.0,7.0,5.0,0.0,60,7.0,8.0,0,human,0.0
tv0ci6z1,79ce5a91-c618-458f-8cce-9e32e1689cb1,an adventure in the jungle,1.0,1.0,4.0,6.0,1.0,1.0,50,2.0,2.0,8.0,2.0,2.0,2.0,0.0,9,9.0,9.0,0,human,0.0
1k2ophjw,997db0f8-af39-4881-b5b2-1aa64dd16030,an adventure on a different planet,6.0,5.0,5.0,5.0,4.0,3.0,50,4.0,3.0,7.0,1.0,1.0,1.0,0.0,90,8.0,9.0,0,human,0.0
o776dqhj,ca42e827-d57f-45f9-ac97-5d943f02dc05,an adventure on a different planet,6.0,6.0,6.0,8.0,6.0,6.0,50,6.0,6.0,7.0,4.0,5.0,5.0,0.0,100,9.0,9.0,0,human,0.0
59zsw2x2,f339a280-e835-4165-be41-5cda6fb1604f,an adventure on the open seas,9.0,9.0,9.0,9.0,9.0,9.0,50,8.0,8.0,1.0,1.0,8.0,6.0,0.0,26,9.0,9.0,0,human,0.0
iwn3588b,51a0c18d-3650-478b-9a03-c9cb9a0ba697,an adventure on a different planet,9.0,7.0,6.0,9.0,9.0,9.0,50,5.0,5.0,6.0,1.0,1.0,1.0,0.0,76,9.0,9.0,0,human,0.0
195rcgh1,ab650f9e-6a50-4098-a8e2-9dd4c4785a96,an adventure on a different planet,3.0,2.0,2.0,6.0,5.0,4.0,50,4.0,4.0,3.0,2.0,2.0,3.0,1.0,12,2.0,1.0,49,human_1AI,1.0
9jk0pvd5,17918fa7-6907-45ff-8929-406cc7a943ef,an adventure on a different planet,3.0,8.0,5.0,9.0,5.0,6.0,50,7.0,7.0,1.0,1.0,1.0,1.0,1.0,60,2.0,1.0,40,human_5AI,1.0
a2dbqzkq,b1a7866e-3258-419c-89f3-00cc260b53c5,an adventure on a different planet,5.0,5.0,3.0,1.0,1.0,1.0,50,2.0,8.0,2.0,2.0,7.0,8.0,0.0,75,9.0,9.0,0,human_1AI,0.0
y0m3k5sc,3a502b29-e6f1-4e4a-aba2-b83bff58887a,an adventure on the open seas,2.0,2.0,2.0,3.0,2.0,2.0,50,2.0,2.0,7.0,1.0,1.0,1.0,0.0,50,8.0,9.0,0,human,0.0
1k852lud,6dfded63-c919-4995-8852-4d39eef00249,an adventure on a different planet,3.0,3.0,4.0,8.0,6.0,3.0,50,3.0,4.0,6.0,2.0,4.0,2.0,1.0,74,2.0,2.0,6,human_5AI,1.0
hlarg8np,cdfdbcd2-e24f-4833-b950-18330c544d55,an adventure on the open seas,4.0,3.0,4.0,8.0,8.0,6.0,50,5.0,5.0,3.0,3.0,6.0,4.0,1.0,49,3.0,4.0,50,human_5AI,1.0
32wc8f8q,31384ef4-687b-40e9-b2b4-7d351e7a741d,an adventure on a different planet,3.0,3.0,2.0,9.0,7.0,7.0,50,7.0,5.0,5.0,1.0,6.0,5.0,0.0,100,9.0,9.0,0,human,0.0
mxc0ypas,69151edb-e4da-4902-933d-283ed7cfea4e,an adventure on the open seas,7.0,7.0,6.0,6.0,7.0,8.0,50,7.0,6.0,3.0,6.0,7.0,5.0,0.0,10,9.0,9.0,0,human,0.0
lxjeozxi,164c2d23-06b5-41e3-9540-6cd3f804ea5b,an adventure on the open seas,5.0,5.0,3.0,6.0,5.0,6.0,50,5.0,6.0,5.0,1.0,1.0,1.0,0.0,41,9.0,9.0,0,human,0.0
y7bj4qv1,10949004-b7ca-429d-b84e-0ed16b0cb888,an adventure on the open seas,4.0,4.0,4.0,6.0,5.0,5.0,50,6.0,6.0,4.0,1.0,4.0,5.0,0.0,0,7.0,8.0,0,human_5AI,0.0
d492pjnw,08605b08-d2d6-477f-90da-eabbd616bb94,an adventure on the open seas,1.0,1.0,1.0,1.0,1.0,2.0,50,1.0,1.0,9.0,1.0,1.0,4.0,1.0,48,5.0,5.0,50,human_1AI,1.0
djism56m,6b6d97bc-5b30-4643-a572-f4ff2e2ec973,an adventure in the jungle,3.0,2.0,2.0,7.0,3.0,4.0,50,2.0,3.0,6.0,3.0,2.0,3.0,2.0,24,3.0,4.0,100,human_5AI,0.0
w86fdyoy,749b1a34-8e70-43fa-bb8b-6fdf0d36ff0e,an adventure in the jungle,5.0,5.0,5.0,7.0,8.0,7.0,50,6.0,7.0,2.0,3.0,5.0,4.0,0.0,0,9.0,9.0,0,human_5AI,0.0
m2dmsz8z,6de29543-7e86-4aee-b61e-3bbdf75cfacd,an adventure on the open seas,5.0,4.0,4.0,7.0,7.0,6.0,50,5.0,7.0,2.0,2.0,4.0,5.0,0.0,75,7.0,7.0,0,human,0.0
7rrrcots,b19f58c5-a51e-4e0f-b5fd-0262486011ae,an adventure on a different planet,6.0,3.0,3.0,6.0,6.0,6.0,50,6.0,6.0,3.0,1.0,1.0,1.0,1.0,15,6.0,6.0,75,human_5AI,1.0
4m5j7dvf,84184ee1-7a24-4886-aaf7-420b19187f40,an adventure in the jungle,6.0,5.0,4.0,7.0,6.0,5.0,50,5.0,4.0,2.0,1.0,1.0,1.0,0.0,56,6.0,7.0,0,human,0.0
32l7r9qd,523680ae-3735-4a57-8e84-f7f0d6dba065,an adventure in the jungle,6.0,5.0,5.0,7.0,4.0,5.0,50,7.0,5.0,6.0,3.0,5.0,2.0,0.0,92,6.0,6.0,0,human,0.0
pcn14xc1,f7fae410-ad69-4284-9c81-80ec3c85b011,an adventure on a different planet,4.0,4.0,4.0,3.0,5.0,5.0,50,5.0,5.0,5.0,1.0,5.0,6.0,1.0,50,4.0,8.0,98,human_5AI,1.0
8dpg84k1,a0e70cc9-d661-4237-ab6e-692c99397d06,an adventure on the open seas,1.0,1.0,1.0,2.0,2.0,2.0,50,3.0,3.0,8.0,1.0,1.0,1.0,2.0,6,2.0,2.0,9,human_5AI,0.0
9cem8zl4,c0002a1c-09c6-4939-8524-acc0671b187b,an adventure on the open seas,8.0,8.0,8.0,8.0,1.0,2.0,50,5.0,6.0,5.0,2.0,6.0,3.0,1.0,5,9.0,9.0,95,human_5AI,1.0
aexmtfzo,a65d0909-c6f9-485b-bdb8-d65ab86948d6,an adventure on the open seas,6.0,3.0,6.0,7.0,9.0,8.0,50,5.0,7.0,3.0,1.0,5.0,6.0,1.0,50,7.0,7.0,75,human_5AI,1.0
jq2t2oqx,c3df61ef-db61-4d63-8033-442f78804201,an adventure on the open seas,2.0,5.0,3.0,2.0,2.0,2.0,50,2.0,2.0,5.0,2.0,2.0,1.0,0.0,2,8.0,8.0,0,human,0.0
3ak8pr1l,594f14e8-be52-438e-bae8-e1a7d2585951,an adventure in the jungle,4.0,4.0,5.0,7.0,7.0,6.0,50,5.0,6.0,5.0,3.0,5.0,3.0,0.0,25,9.0,9.0,0,human,0.0
8jsjeac4,5d5da7ba-1c98-45fb-a2d5-157891237c44,an adventure in the jungle,4.0,3.0,3.0,6.0,4.0,4.0,50,4.0,5.0,6.0,3.0,3.0,2.0,0.0,85,9.0,9.0,0,human,0.0
vsbidm0r,a0e28bd7-e88a-44aa-b199-1e496a4f4cca,an adventure on a different planet,9.0,9.0,9.0,9.0,9.0,9.0,50,9.0,9.0,1.0,1.0,5.0,5.0,1.0,19,3.0,5.0,50,human_1AI,1.0
kmmnjwmx,99ef06e6-7930-4121-918d-b64c0dc4e885,an adventure on a different planet,1.0,1.0,1.0,1.0,2.0,3.0,50,1.0,1.0,9.0,1.0,1.0,1.0,1.0,5,1.0,2.0,40,human_1AI,1.0
oqzanw4y,999b17bd-a73b-4459-849b-c8dbd3e6a675,an adventure on a different planet,7.0,6.0,5.0,7.0,6.0,6.0,50,6.0,6.0,6.0,1.0,4.0,4.0,0.0,0,9.0,9.0,0,human,0.0
wr14gw3q,997db0f8-af39-4881-b5b2-1aa64dd16030,an adventure on a different planet,2.0,1.0,2.0,5.0,2.0,1.0,50,2.0,3.0,7.0,1.0,2.0,1.0,0.0,75,8.0,9.0,0,human,0.0
j6csvdpf,bece387a-c784-43ce-b762-2627cc6456af,an adventure on a different planet,2.0,2.0,1.0,7.0,2.0,2.0,50,3.0,4.0,7.0,1.0,1.0,1.0,0.0,90,9.0,9.0,0,human,0.0
axm5rd5q,b2d37afa-9911-41d6-997f-6d7369f1d6f2,an adventure in the jungle,1.0,1.0,5.0,1.0,1.0,1.0,50,1.0,1.0,8.0,1.0,5.0,3.0,1.0,40,3.0,4.0,57,human_1AI,1.0
afi1byy8,270782bb-1a25-4a39-9a85-75c8d6a74874,an adventure on the open seas,4.0,5.0,5.0,4.0,5.0,5.0,50,6.0,6.0,5.0,5.0,6.0,6.0,1.0,14,4.0,5.0,20,human_1AI,1.0
gosnfj7w,b1a7866e-3258-419c-89f3-00cc260b53c5,an adventure on a different planet,9.0,9.0,9.0,5.0,2.0,1.0,50,3.0,2.0,4.0,2.0,9.0,1.0,0.0,75,9.0,9.0,0,human_1AI,0.0
4zhj3jjm,e8a698ff-7fba-4cd9-987f-273c3abe7fba,an adventure in the jungle,4.0,4.0,3.0,5.0,4.0,4.0,50,3.0,3.0,4.0,3.0,6.0,2.0,0.0,12,7.0,7.0,0,human,0.0
